stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
x.png,tab,0,0,0,1,tab,1,0.219123970019,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,0,1,1,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,1,0,2,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,1,1,3,1,tab,1,0.281800433411,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,2,0,4,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,2,1,5,1,tab,1,0.313057447784,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,3,0,6,1,tab,1,0.406765570166,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,3,1,7,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,4,0,8,1,tab,1,0.563929751632,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,4,1,9,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,5,0,10,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,5,1,11,1,tab,1,0.282025342458,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,6,0,12,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,6,1,13,1,tab,1,0.281903070398,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,7,0,14,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,7,1,15,1,tab,1,0.344057869515,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,8,0,16,0,tab,0,0.193784207688,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,8,1,17,1,tab,1,0.375273382873,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,9,0,18,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,9,1,19,1,tab,1,0.375281861518,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,10,0,20,1,tab,1,0.344387646881,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,10,1,21,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,11,0,22,1,tab,1,0.312551848474,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,11,1,23,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,12,0,24,1,tab,1,0.250506380224,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,12,1,25,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,13,0,26,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,13,1,27,1,tab,1,0.437815971673,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,14,0,28,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,14,1,29,1,tab,1,0.408227925771,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,15,0,30,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,15,1,31,1,tab,1,0.312864222331,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,16,0,32,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,16,1,33,1,tab,1,0.344393448206,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,17,0,34,1,tab,1,0.449173882836,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,17,1,35,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,18,0,36,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,18,1,37,1,tab,1,0.219762551249,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,19,0,38,1,tab,1,0.219112367602,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,19,1,39,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,20,0,40,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,20,1,41,1,tab,1,0.219312732923,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,21,0,42,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,21,1,43,1,tab,1,0.452820623759,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,22,0,44,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,22,1,45,1,tab,1,0.312784343841,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,23,0,46,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,23,1,47,1,tab,1,0.218957073055,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,24,0,48,1,tab,1,0.313206940889,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,24,1,49,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,25,0,50,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,25,1,51,1,tab,1,0.219134679879,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,26,0,52,1,tab,1,0.451512670144,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,26,1,53,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,27,0,54,1,tab,1,0.250428733067,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,27,1,55,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,28,0,56,1,tab,1,0.250234615058,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,28,1,57,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
+.png,None,29,0,58,0,None,1,,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
x.png,tab,29,1,59,1,tab,1,0.219182428438,3,n,KM_16,31.9525382741,go_no-go,2017_maj_25_1649,
